"seqn","ocq130","ocq150","ocq160","ocq180","ocq210","ocd230","ocd240","ocq260","ocd270","ocq280","ocq290g","ocq290q","ocq300","ocq310a","ocq310b","ocq310c","ocq330a","ocq330b","ocq330c","ocq330d","ocq330e","ocq340","ocq350","ocq360","ocq380","ocq390g","ocd390","ocd395","ocq420","ocq430","ocq440","ocq450","ocq470g","ocd470","ocd480"
190,NA,1,NA,10,2,31,23,1,24,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,34,420,NA,NA,NA,NA,NA,NA,NA
191,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,25,720,2,NA,NA,NA,NA,NA,NA
192,NA,1,NA,8,1,34,23,1,12,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,31,24,NA,1,8,1,NA,NA,NA
193,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,23,24,2,NA,NA,NA,NA,NA,NA
194,NA,1,NA,40,NA,5,40,1,12,2,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,33,60,NA,NA,NA,NA,NA,NA,NA
195,NA,1,NA,4,2,33,17,3,252,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,21,36,2,NA,NA,NA,NA,NA,NA
197,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,38,120,2,NA,NA,NA,NA,NA,NA
198,NA,1,NA,50,NA,39,22,4,48,1,1,10,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,60,2,NA,NA,NA,NA,NA,NA
201,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,NA,1,NA,50,NA,13,10,99,24,1,2,NA,1,2,1,2,NA,NA,NA,NA,NA,1,2,NA,NA,1,10,240,NA,2,NA,NA,NA,NA,NA
206,NA,1,NA,54,NA,12,14,1,276,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,34,156,NA,NA,NA,NA,NA,NA,NA
209,NA,1,NA,40,NA,35,6,1,10,1,2,NA,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,1,11,12,NA,NA,NA,NA,NA,NA,NA
211,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,30,300,2,NA,NA,NA,NA,NA,NA
213,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,1,NA,40,NA,4,30,1,4,2,2,NA,1,2,2,1,NA,NA,NA,4,NA,1,2,NA,NA,1,27,84,NA,2,NA,NA,NA,NA,NA
216,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,240,2,NA,NA,NA,NA,NA,NA
217,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,4,2,NA,NA,NA,NA,NA,NA
219,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,33,240,2,NA,NA,NA,NA,NA,NA
223,NA,1,NA,75,NA,17,35,5,48,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,432,2,NA,NA,NA,NA,NA,NA
227,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,1,NA,60,NA,27,1,1,36,1,1,8,1,2,2,1,NA,NA,3,4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,27,48,1,1,8,1,NA,NA,NA
233,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,98,600,2,NA,NA,NA,NA,NA,NA
234,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,26,240,2,NA,NA,NA,NA,NA,NA
236,NA,1,NA,30,2,39,22,1,60,2,2,NA,1,2,2,1,NA,NA,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,240,2,NA,NA,NA,NA,NA,NA
239,NA,1,NA,24,2,41,5,1,84,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,5,180,NA,NA,NA,NA,NA,NA,NA
242,NA,1,NA,43,NA,12,33,1,8,1,1,8,1,1,2,1,1,NA,NA,NA,NA,1,1,8,NA,1,33,12,NA,1,8,1,NA,NA,NA
243,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,22,4,2,NA,NA,NA,NA,NA,NA
244,NA,1,NA,30,2,28,11,1,12,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,98,2,2,NA,NA,NA,NA,NA,NA
248,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,11,36,2,NA,NA,NA,4,NA,NA
249,NA,1,NA,10,2,4,37,1,4,2,2,NA,1,2,2,1,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,1,NA,20,2,40,14,3,180,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,NA,1,NA,35,NA,25,28,1,8,1,2,NA,1,2,2,1,NA,NA,NA,4,NA,1,1,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,30,420,1,2,NA,NA,NA,NA,NA
259,NA,1,NA,40,NA,27,21,1,264,1,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,1,NA,44,NA,17,35,1,24,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,60,2,NA,NA,NA,NA,NA,NA
263,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,21,5,2,NA,NA,NA,NA,NA,NA
264,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,NA,1,NA,47,NA,27,21,1,60,2,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,108,NA,NA,NA,NA,NA,NA,NA
266,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,36,180,1,1,8,2,NA,NA,NA
267,NA,1,NA,45,NA,22,3,1,192,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,1,NA,44,NA,24,31,1,24,2,2,NA,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,NA,1,NA,50,NA,19,3,1,6,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,8,60,NA,1,2,1,NA,NA,NA
270,NA,1,NA,49,NA,36,27,4,36,1,1,8,1,2,1,1,NA,2,NA,NA,NA,1,1,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,NA,1,NA,60,NA,36,11,1,60,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,33,384,NA,1,7,1,NA,NA,NA
273,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,11,600,2,NA,NA,NA,NA,NA,NA
275,NA,1,NA,30,2,1,25,1,480,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,28,6,1,1,5,2,NA,NA,NA
279,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,30,4,2,NA,NA,NA,NA,NA,NA
280,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,98,492,1,2,NA,NA,NA,NA,NA
281,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,20,48,2,NA,NA,NA,NA,NA,NA
283,NA,1,NA,25,2,22,13,1,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,98,5,NA,NA,NA,NA,NA,NA,NA
284,NA,1,NA,40,NA,34,13,1,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,11,4,2,NA,NA,NA,NA,NA,NA
287,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,10,144,2,NA,NA,NA,NA,NA,NA
289,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,30,324,1,1,6,2,NA,NA,NA
291,NA,1,NA,40,NA,16,40,1,12,1,1,8,1,2,1,1,NA,NA,NA,4,NA,1,1,8,NA,1,1,12,NA,1,3,2,NA,NA,NA
293,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,33,99999,2,NA,NA,NA,NA,NA,NA
294,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,NA,1,NA,80,NA,15,31,1,360,1,1,4,1,2,1,1,NA,NA,NA,NA,5,1,1,12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,NA,1,NA,25,2,28,39,1,7,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,1,NA,40,NA,44,16,1,24,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,19,1,2,NA,NA,NA,NA,NA,NA
302,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,11,84,2,NA,NA,NA,NA,NA,NA
303,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,1,NA,20,2,2,27,1,24,2,2,NA,1,1,2,1,NA,NA,NA,4,NA,1,2,NA,NA,1,38,408,NA,1,10,2,NA,NA,NA
306,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,NA,1,NA,38,NA,30,16,1,24,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,1,NA,60,NA,32,34,5,252,1,2,NA,1,1,1,1,NA,2,NA,NA,NA,1,1,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,NA,1,NA,40,NA,15,14,1,336,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,NA,1,NA,40,NA,1,26,1,2,2,2,NA,1,2,2,2,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,NA,2,2,NA,1,4,37,1,24,2,2,NA,1,2,2,2,NA,NA,NA,NA,NA,1,1,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,24,144,1,2,NA,NA,NA,NA,NA
323,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,NA,1,NA,70,NA,12,31,1,NA,1,2,NA,1,2,1,2,NA,NA,NA,NA,NA,1,1,12,NA,7,NA,77777,NA,7,NA,NA,NA,NA,NA
327,NA,1,NA,17,2,28,14,1,10,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,240,1,2,NA,NA,NA,NA,NA
329,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,36,2,NA,NA,NA,NA,NA,NA
330,NA,1,NA,45,NA,21,10,1,276,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,29,240,NA,1,6,2,NA,NA,NA
331,NA,1,NA,96,NA,33,22,1,120,2,2,NA,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,26,84,1,2,NA,NA,NA,NA,NA
333,NA,1,NA,60,NA,28,30,1,48,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,NA,1,NA,40,NA,28,11,1,60,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,98,180,NA,NA,NA,NA,NA,NA,NA
335,NA,1,NA,15,2,42,8,1,10,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,39,14,NA,2,NA,NA,NA,NA,NA
336,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,NA,1,NA,16,2,34,23,1,3,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,NA,1,NA,65,NA,40,23,1,84,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,31,276,2,NA,NA,NA,NA,NA,NA
341,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,1,NA,57,NA,27,1,1,36,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA
346,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,1,NA,40,NA,38,12,1,24,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,240,2,NA,NA,NA,NA,NA,NA
352,NA,1,NA,25,2,42,7,5,624,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,24,144,1,2,NA,NA,NA,NA,NA
359,NA,1,NA,40,NA,15,34,1,252,1,1,8,1,2,2,1,NA,NA,3,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,480,2,NA,NA,NA,NA,NA,NA
361,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,11,3,2,NA,NA,NA,NA,NA,NA
362,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,NA,1,NA,40,NA,2,27,1,36,2,2,NA,1,2,1,2,NA,NA,NA,NA,NA,1,1,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,98,108,2,NA,NA,NA,NA,NA,NA
372,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,360,2,NA,NA,NA,NA,NA,NA
374,NA,1,NA,42,NA,22,14,1,144,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,NA,1,NA,45,NA,5,29,1,276,1,2,NA,1,1,1,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,17,540,2,NA,NA,NA,NA,NA,NA
386,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,12,24,2,NA,NA,NA,NA,NA,NA
388,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,504,2,NA,NA,NA,NA,NA,NA
390,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,NA,1,NA,36,NA,1,27,1,156,2,2,NA,1,1,1,2,NA,NA,NA,NA,NA,2,NA,NA,NA,1,25,360,NA,NA,NA,NA,NA,NA,NA
393,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,360,2,NA,NA,NA,NA,NA,NA
396,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,NA,1,NA,20,2,26,15,1,0,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA
398,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,34,3,2,NA,NA,NA,NA,NA,NA
399,NA,1,NA,48,NA,27,20,1,36,2,1,4,1,2,2,2,NA,NA,NA,NA,NA,1,2,NA,NA,1,31,144,NA,1,3,2,NA,NA,NA
