"seqn","fsd010","fsd160","fsd170n","fsd180","fsd190","fsd200","fsd655","fsd660c","fsd665","fsq650","fsd660m","fsd670","hhfdsec","adfdsec","chfdsec"
4986,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
4987,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
4988,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
4989,1,2,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1,1
4990,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,2,2,1
4991,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
4992,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
4993,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
4994,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
4995,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
4996,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
4997,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
4998,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
4999,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
5000,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5001,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5002,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5003,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5004,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5005,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5006,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5007,1,1,NA,NA,NA,NA,1,1,5,NA,NA,NA,1,1,1
5008,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5009,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5010,1,1,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,1
5011,1,1,NA,NA,NA,NA,1,1,6,NA,NA,NA,1,1,1
5012,3,1,1,2,NA,NA,NA,NA,NA,1,1,3,3,3,3
5013,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5014,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5015,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5016,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
5017,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
5018,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
5019,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5020,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1
5021,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5022,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5023,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5024,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5025,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1
5026,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5027,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5028,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
5029,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
5030,1,1,1,2,NA,NA,1,1,1,NA,NA,NA,1,1,1
5031,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5032,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5033,2,1,NA,NA,NA,NA,1,2,6,NA,NA,NA,3,2,3
5034,1,2,NA,NA,NA,NA,1,2,6,NA,NA,NA,1,1,1
5035,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5036,1,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,2,2,1
5037,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5038,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5039,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1
5040,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
5041,3,1,NA,NA,NA,NA,1,1,5,NA,NA,NA,4,3,3
5042,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5043,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5044,2,1,1,1,NA,NA,1,1,6,NA,NA,NA,1,1,1
5045,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5046,2,1,1,2,NA,NA,1,1,2,NA,NA,NA,3,2,3
5047,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5048,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5049,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
5050,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5051,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5052,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5053,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5054,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5055,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5056,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5057,2,2,1,1,12,1,NA,NA,NA,NA,NA,NA,1,1,NA
5058,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5059,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5060,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5061,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
5062,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5063,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5064,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5065,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5066,2,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA
5067,1,1,1,1,12,1,NA,NA,NA,1,1,2,2,2,1
5068,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,4,2
5069,7,1,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA
5070,1,1,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,1
5071,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5072,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5073,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5074,2,2,3,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
5075,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5076,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5077,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5078,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5079,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
5080,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1
5081,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
5082,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5083,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5084,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5085,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5086,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5087,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
5088,1,2,5,1,12,1,2,NA,NA,NA,NA,NA,1,1,1
5089,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,3,3
5090,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5091,1,1,NA,NA,NA,NA,1,1,5,NA,NA,NA,1,1,1
5092,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5093,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5094,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5095,3,2,4,1,3,2,NA,NA,NA,NA,NA,NA,4,4,4
5096,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5097,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5098,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5099,1,2,6,1,12,1,NA,NA,NA,NA,NA,NA,2,2,1
5100,3,2,1,1,12,1,NA,NA,NA,NA,NA,NA,4,4,4
5101,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
5102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5103,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5104,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5105,1,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,1
5106,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5107,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5108,2,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,2,1
5109,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
5110,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5111,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
5112,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5113,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5114,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
5115,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5116,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5117,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5118,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5119,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5120,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5121,1,1,NA,NA,NA,NA,1,1,6,NA,NA,NA,1,1,1
5122,2,1,1,2,NA,NA,1,1,2,NA,NA,NA,2,2,1
5123,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
5124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5125,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
5126,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5127,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5128,1,2,99,9,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5129,1,1,1,2,NA,NA,1,1,4,NA,NA,NA,1,1,1
5130,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5131,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,3,1
5132,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
5133,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
5134,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5135,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5136,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5137,1,1,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,1
5138,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5139,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5140,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5141,1,1,NA,NA,NA,NA,1,1,6,NA,NA,NA,1,1,1
5142,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5143,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5144,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5145,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5146,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5147,1,1,1,2,NA,NA,1,1,2,NA,NA,NA,2,2,1
5148,1,2,NA,NA,NA,NA,1,2,6,NA,NA,NA,1,1,1
5149,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5150,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5151,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5152,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5153,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5154,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5155,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
5156,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2
5157,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5158,1,1,2,1,4,1,1,1,2,NA,NA,NA,2,2,1
5159,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5160,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5161,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5162,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
5163,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5164,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5165,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5166,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5167,3,1,1,2,NA,NA,1,1,3,NA,NA,NA,4,4,3
5168,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5169,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
5170,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5171,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
5172,1,1,1,2,NA,NA,1,1,6,NA,NA,NA,2,1,2
5173,2,1,1,1,12,1,NA,NA,NA,NA,NA,NA,3,3,3
5174,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5175,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5176,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,3,3
5177,2,1,3,1,3,2,NA,NA,NA,1,2,3,3,3,3
5178,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5179,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5180,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5181,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5182,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
5183,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5184,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5185,1,1,1,2,NA,NA,1,1,5,NA,NA,NA,3,3,2
5186,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5187,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5188,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5189,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
5190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5191,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
5192,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5193,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5194,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5195,1,2,1,1,12,1,NA,NA,NA,NA,NA,NA,1,1,NA
5196,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5197,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
5198,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5199,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5200,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
5201,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5202,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5203,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5204,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5205,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5206,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5207,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5208,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5209,1,1,NA,NA,NA,NA,1,1,6,NA,NA,NA,1,1,1
5210,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5211,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5212,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA
5213,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5214,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5215,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5216,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5217,1,1,1,1,6,1,NA,NA,NA,NA,NA,NA,1,1,1
5218,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5219,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5220,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5221,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5222,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5223,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5224,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA
5225,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5226,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
5227,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5228,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5229,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5230,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5231,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5232,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA
5233,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1
5234,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5235,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5236,2,2,4,1,12,2,NA,NA,NA,NA,NA,NA,4,4,3
5237,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5238,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5239,1,1,NA,NA,NA,NA,1,2,2,NA,NA,NA,3,3,1
5240,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5241,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5242,2,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1
5243,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5244,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5245,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1
5246,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5247,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5248,2,2,1,1,12,1,NA,NA,NA,NA,NA,NA,1,1,NA
5249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5250,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5251,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5252,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
5253,2,1,NA,NA,NA,NA,1,1,4,NA,NA,NA,2,2,1
5254,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5255,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5256,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5257,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2
5258,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5259,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
5260,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5261,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5262,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
5263,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5264,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5265,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5266,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
5267,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5268,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5269,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5270,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5271,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5272,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5273,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5274,2,2,2,1,12,1,NA,NA,NA,NA,NA,NA,3,3,NA
5275,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5276,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
5277,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5278,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
5279,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5280,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5281,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5282,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5283,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5284,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5285,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5286,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5287,1,2,5,1,10,1,NA,NA,NA,NA,NA,NA,3,2,3
5288,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5289,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5290,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5291,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5292,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5293,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5294,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
5295,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5296,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,NA
5297,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5298,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5299,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5300,2,1,1,1,12,1,NA,NA,NA,NA,NA,NA,4,4,4
5301,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5302,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5303,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5304,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5305,1,1,5,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
5306,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5307,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5308,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5309,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5310,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5311,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5312,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3
