"seqn","inq020","inq012","inq030","inq060","inq080","inq090","inq132","inq140","inq150","ind235","indfmmpi","indfmmpc","inq300","ind310","inq320"
97650,2,2,1,2,1,2,2,2,2,6,2.4,3,2,1,1
97651,1,2,2,2,2,2,2,2,1,1,0,1,2,1,1
97652,1,2,2,2,2,2,2,2,2,4,0.78,1,2,1,1
97653,1,2,2,2,2,1,2,2,2,3,0.51,1,2,1,1
97654,1,2,2,2,2,2,2,2,2,7,1.73,2,2,1,1
97655,1,1,2,2,2,2,2,2,1,3,0.49,1,2,1,1
97656,2,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
97657,1,2,2,2,2,2,2,1,2,1,0,1,1,NA,1
97658,1,2,2,2,2,2,2,2,1,11,2.52,3,2,1,1
97659,1,2,1,2,2,2,2,2,2,6,1.46,2,2,1,1
97660,1,1,2,2,2,2,2,1,2,8,1.95,3,1,NA,1
97661,1,2,1,2,2,1,1,2,2,7,1.74,2,2,1,2
97662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97663,1,2,2,2,2,2,2,2,1,99,NA,9,1,NA,1
97664,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
97665,1,2,2,2,2,2,2,2,1,9,2.39,3,2,1,1
97666,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
97667,2,2,1,1,2,2,2,2,1,77,NA,7,2,1,1
97668,2,2,1,2,1,2,2,2,2,4,1.52,2,2,1,3
97669,1,2,2,2,2,2,2,2,1,7,1.43,2,2,1,8
97670,1,1,2,2,2,2,2,2,2,6,1.37,2,2,1,1
97671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97672,1,2,2,2,2,2,2,2,2,5,1.01,1,2,1,1
97673,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
97674,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
97675,1,1,2,2,2,2,1,2,1,4,1.03,1,2,1,1
97676,1,2,2,2,2,2,2,2,2,10,4.43,3,1,NA,1
97677,1,2,2,2,2,2,2,2,2,11,3.41,3,2,2,1
97678,1,2,2,2,2,2,2,2,2,12,4.73,3,2,5,1
97679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97680,1,2,2,2,2,2,2,2,2,77,NA,1,2,1,1
97681,1,2,2,2,2,2,2,2,2,4,0.5,1,2,1,2
97682,1,2,2,2,2,2,2,2,1,7,2.19,3,2,1,1
97683,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
97684,1,2,2,2,2,2,1,2,2,9,2.66,3,1,NA,1
97685,1,2,2,2,2,2,2,2,1,8,2.77,3,2,1,1
97686,1,2,2,2,2,2,2,2,2,5,0.82,1,2,1,1
97687,1,2,1,2,2,1,1,2,2,7,1.74,2,2,1,2
97688,2,1,2,2,2,2,2,2,1,8,3.98,3,2,4,1
97689,2,2,1,2,2,1,2,2,2,6,1.57,2,2,3,1
97690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97691,1,2,2,1,2,1,1,2,2,2,0.6,1,2,1,4
97692,1,1,2,2,2,2,2,2,2,99,NA,9,2,77,2
97693,2,2,1,2,2,2,2,2,2,3,0.99,1,2,1,3
97694,1,1,2,2,2,2,2,1,2,9,1.32,2,2,1,1
97695,1,2,1,2,2,1,2,2,2,6,1.63,2,2,1,1
97696,1,2,2,1,2,2,2,2,2,99,NA,3,2,1,1
97697,2,2,1,2,2,2,2,2,2,4,1.2,1,2,1,1
97698,1,2,2,2,2,2,2,2,2,8,2.15,3,1,NA,1
97699,1,2,2,2,2,2,2,2,2,99,NA,3,2,2,1
97700,1,2,2,2,2,2,2,2,1,9,1.62,2,2,1,1
97701,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
97702,1,2,2,2,2,2,2,2,2,10,2.45,3,2,1,1
97703,1,2,2,2,2,2,2,2,2,3,0.4,1,2,2,7
97704,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
97705,1,2,2,2,2,2,2,2,2,3,0.71,1,2,1,1
97706,1,2,2,2,2,2,2,2,2,8,1.71,2,1,NA,1
97707,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
97708,2,2,1,2,1,2,2,1,2,7,3.46,3,1,NA,1
97709,1,2,2,2,2,2,2,2,1,9,1.42,2,2,1,1
97710,1,2,2,2,2,2,2,2,2,9,2.94,3,2,1,1
97711,1,2,1,2,1,2,2,2,2,12,4.39,3,2,1,1
97712,2,2,1,2,1,2,2,2,2,5,1.79,2,2,1,3
97713,2,2,1,2,1,2,2,2,2,99,NA,7,2,77,1
97714,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
97715,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
97716,1,2,2,2,2,2,2,2,2,1,0,1,2,1,4
97717,2,2,1,2,2,2,2,2,2,4,0.67,1,2,1,1
97718,1,2,2,2,2,2,2,2,1,7,1.76,2,2,2,1
97719,2,2,1,2,1,2,2,2,2,5,2.05,3,1,NA,1
97720,1,2,2,2,2,2,2,2,1,5,0.98,1,2,1,1
97721,1,2,2,2,2,2,2,1,2,99,NA,2,1,NA,1
97722,1,1,2,2,2,2,2,1,2,6,2.19,3,2,2,1
97723,9,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
97724,2,2,1,2,1,2,2,2,2,3,1.19,1,2,1,7
97725,1,2,2,1,2,2,2,2,1,99,NA,1,2,1,1
97726,1,2,2,2,2,2,2,2,1,6,1,1,2,1,1
97727,1,2,2,2,2,2,1,2,1,9,4.68,3,2,1,1
97728,2,2,1,2,1,2,2,2,2,5,1.26,1,2,1,1
97729,1,2,2,2,2,2,1,2,1,2,0.33,1,2,1,1
97730,1,2,2,1,2,1,2,2,2,4,0.41,1,2,1,1
97731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97732,1,2,2,2,2,2,1,2,2,6,1.2,1,2,1,1
97733,2,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
97734,1,2,2,2,2,2,2,1,2,9,2.17,3,2,4,1
97735,1,2,2,2,2,2,2,2,2,3,1.19,1,2,1,1
97736,2,2,2,2,2,2,2,2,2,1,0,1,2,1,3
97737,1,1,2,2,2,2,2,2,2,9,3.65,3,1,NA,1
97738,1,2,2,2,2,2,2,1,2,8,1.84,2,1,NA,1
97739,1,2,1,2,2,2,2,2,2,2,0.36,1,2,1,1
97740,7,2,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,77
97741,1,2,2,2,2,2,2,2,2,3,1,1,2,1,1
97742,1,2,2,2,2,2,2,2,2,8,2.2,3,2,2,1
97743,1,2,2,2,2,2,2,2,2,8,2.35,3,2,1,1
97744,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
97745,1,1,1,2,2,2,2,2,2,9,3.65,3,2,1,1
97746,2,2,1,1,1,2,2,1,2,9,3.65,3,1,NA,1
97747,1,2,2,2,2,2,2,2,2,10,2.5,3,2,3,1
97748,1,2,2,2,1,2,2,2,2,12,5,3,1,NA,1
97749,1,1,2,2,2,2,2,2,1,6,0.82,1,2,1,1
97750,1,2,1,1,1,2,2,2,1,8,3.78,3,2,1,1
97751,1,2,2,2,2,2,2,2,2,11,3.06,3,2,1,1
97752,2,2,1,1,1,2,2,2,2,12,5,3,2,4,1
97753,1,1,2,2,2,2,2,2,2,10,4.37,3,1,NA,1
97754,1,2,2,2,2,2,2,2,2,5,0.98,1,2,2,1
97755,1,1,2,2,2,2,2,1,2,77,NA,3,1,NA,1
97756,1,2,2,2,2,2,2,2,2,1,0.35,1,2,1,3
97757,1,2,1,1,2,1,2,2,2,3,0.29,1,2,1,4
97758,2,2,2,2,2,2,2,2,1,3,0.59,1,2,1,1
97759,1,1,2,2,2,1,2,2,1,7,1.22,1,2,1,1
97760,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
97761,1,2,1,1,1,1,2,2,2,8,3.98,3,2,1,1
97762,1,2,1,2,2,2,2,1,2,12,5,3,1,NA,1
97763,1,2,2,2,2,2,2,2,2,6,2.47,3,2,1,1
97764,1,1,1,2,2,2,2,2,2,12,4.17,3,1,NA,1
97765,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
97766,2,2,1,1,1,1,2,2,1,9,3.69,3,1,NA,1
97767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97768,1,2,2,2,2,2,2,2,2,99,NA,3,2,2,2
97769,2,1,1,2,2,2,2,1,2,5,1.48,2,1,NA,1
97770,1,2,1,1,2,1,1,2,2,3,0.58,1,2,1,1
97771,1,1,2,2,2,2,2,2,2,7,3.38,3,2,1,1
97772,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,2
97773,1,2,2,2,2,2,2,2,1,7,2.14,3,2,1,3
97774,1,2,2,2,2,2,2,2,1,4,0.95,1,2,1,4
97775,1,1,1,2,2,2,2,2,1,99,NA,9,2,1,1
97776,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,1
97777,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
97778,1,2,2,2,2,2,2,1,2,7,1.07,1,2,1,1
97779,2,2,1,2,2,2,2,1,1,5,1.26,1,2,1,1
97780,1,2,2,2,2,2,1,2,2,77,NA,3,2,1,1
97781,1,2,2,2,2,2,2,2,2,6,1.13,1,1,NA,1
97782,1,2,1,2,2,2,2,2,1,77,NA,3,2,1,1
97783,1,2,1,1,2,1,1,2,1,9,3.65,3,2,1,1
97784,1,2,2,2,2,2,2,2,2,5,1.18,1,2,1,1
97785,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
97786,1,2,2,2,2,2,2,2,2,12,4.89,3,1,NA,1
97787,1,2,2,2,2,2,2,2,2,5,1.69,2,2,1,1
97788,2,2,1,2,1,2,2,1,2,10,4.43,3,1,NA,1
97789,1,2,2,2,2,2,2,2,2,12,4.3,3,2,3,1
97790,1,1,2,2,2,2,2,2,2,8,2.92,3,2,1,1
97791,1,2,2,2,2,1,2,2,1,11,2.33,3,2,1,1
97792,1,2,1,2,2,1,2,2,1,6,0.82,1,2,1,1
97793,9,2,1,2,2,2,1,2,2,99,NA,3,1,NA,1
97794,1,2,2,2,2,2,2,2,2,7,3.08,3,1,NA,1
97795,1,1,2,2,2,2,2,2,2,5,1.18,1,2,1,1
97796,1,2,2,2,2,2,2,2,2,99,NA,9,2,99,1
97797,1,2,2,2,2,2,2,2,2,6,0.89,1,1,NA,1
97798,1,1,2,2,2,2,2,7,2,77,NA,7,7,NA,1
97799,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,1
97800,1,2,2,2,2,2,2,2,2,10,2.87,3,1,NA,1
97801,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
97802,2,2,1,1,1,2,2,1,2,11,5,3,1,NA,1
97803,1,1,2,2,2,2,2,2,2,12,4.17,3,1,NA,1
97804,1,2,2,2,2,2,2,2,2,6,0.92,1,2,1,1
97805,1,1,2,2,2,2,2,2,2,10,3.23,3,2,2,1
97806,1,1,2,2,2,2,2,2,2,1,0.15,1,2,3,2
97807,1,1,2,2,2,2,1,2,2,3,0.49,1,2,1,3
97808,1,2,1,2,2,2,2,2,2,5,1.4,2,2,1,1
97809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97811,1,1,2,2,2,2,1,1,2,5,0.96,1,2,1,1
97812,2,2,1,2,2,2,2,2,1,3,0.43,1,2,1,2
97813,1,2,2,2,1,2,2,2,2,6,1.34,2,2,1,1
97814,1,2,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,1
97815,1,1,2,2,2,2,2,2,2,2,0.2,1,2,1,1
97816,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
97817,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
97818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97819,2,2,2,2,2,2,2,2,1,1,0,1,2,1,1
97820,1,2,2,2,2,2,2,2,2,6,1.6,2,2,1,1
97821,1,2,2,2,2,2,2,2,2,6,0.73,1,2,1,1
97822,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
97823,1,2,1,2,1,2,2,2,2,10,2.5,3,2,2,3
97824,1,2,2,2,2,2,2,2,2,7,1.1,1,2,1,1
97825,1,2,2,2,2,2,2,2,2,7,2.22,3,2,1,1
97826,2,2,1,1,2,1,2,2,2,3,0.87,1,2,1,1
97827,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
97828,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
97829,1,2,1,1,2,1,2,2,2,3,0.71,1,2,1,1
97830,1,2,2,2,2,2,2,2,2,3,0.99,1,2,1,1
97831,2,2,1,2,1,2,2,2,2,8,2.92,3,2,5,1
97832,2,2,1,2,1,2,2,1,2,6,1.55,2,1,NA,1
97833,1,2,2,2,2,2,2,2,2,8,2.64,3,2,1,1
97834,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
97835,7,7,2,2,2,2,2,9,2,77,NA,3,2,1,1
97836,1,1,1,2,2,2,1,2,2,6,1.02,1,2,1,1
97837,1,2,2,2,2,2,2,2,2,99,NA,3,2,4,1
97838,1,2,2,2,2,2,2,1,1,8,2.35,3,1,NA,1
97839,2,2,2,2,2,2,2,2,2,8,2.31,3,2,1,1
97840,1,2,2,2,2,2,2,2,2,11,4.62,3,2,2,1
97841,2,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
97842,1,2,2,2,2,2,2,2,2,8,1.63,2,2,1,1
97843,1,2,2,2,2,2,2,2,1,9,2.45,3,2,1,1
97844,1,2,2,2,2,2,2,2,2,6,2.47,3,2,1,1
97845,2,2,1,1,2,1,1,2,2,3,0.48,1,2,1,1
97846,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
97847,1,2,1,2,2,1,2,1,2,9,3.69,3,1,NA,1
97848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97849,1,2,2,2,2,2,2,1,2,6,1.47,2,2,1,1
97850,1,1,2,2,2,2,2,2,2,99,NA,9,2,99,1
97851,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
97852,1,1,1,9,1,2,2,7,7,77,NA,9,7,NA,1
97853,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
97854,1,2,2,2,2,2,2,2,2,5,0.83,1,2,1,1
97855,1,1,2,2,2,2,2,2,2,3,0.46,1,1,NA,1
97856,1,2,2,2,2,2,2,2,2,12,3.74,3,1,NA,1
97857,1,2,2,2,2,2,2,1,2,10,3.53,3,2,2,1
97858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97860,1,1,2,2,2,2,2,2,2,7,1.22,1,2,1,4
97861,2,2,1,1,2,2,2,2,2,99,NA,9,2,1,1
97862,1,2,2,2,2,2,2,2,2,3,0.8,1,2,1,2
97863,1,1,1,2,2,1,2,2,2,7,1.71,2,2,1,1
97864,2,1,2,2,2,2,2,1,2,10,3.46,3,1,NA,1
97865,1,1,1,2,2,1,2,2,2,7,1.71,2,2,1,1
97866,1,2,2,2,2,2,2,1,2,12,4.3,3,1,NA,1
97867,1,2,2,2,2,2,2,2,2,4,0.96,1,2,1,1
97868,1,2,2,2,2,2,2,2,2,5,1.46,2,2,1,1
97869,2,2,1,2,1,2,2,1,2,6,2.04,3,1,NA,1
97870,2,1,2,2,2,2,1,2,1,1,0.15,1,2,1,1
97871,1,2,1,2,2,2,2,1,2,12,5,3,1,NA,1
97872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97873,1,1,2,2,1,2,1,2,1,99,NA,3,1,NA,1
97874,1,2,2,2,2,2,2,2,2,77,NA,7,7,NA,1
97875,1,2,2,2,2,2,2,2,1,7,1.32,2,2,1,1
97876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97877,2,2,2,2,2,2,2,2,2,1,0,1,2,1,3
97878,1,2,2,2,2,2,2,2,2,8,2.77,3,2,1,1
97879,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
97880,1,2,2,2,2,1,2,2,2,9,1.82,2,2,1,1
97881,1,1,2,2,2,2,2,2,1,9,1.75,2,2,5,1
97882,1,2,1,2,1,2,2,2,2,9,2.89,3,2,1,1
97883,2,1,1,2,1,2,2,2,2,10,4.52,3,1,NA,1
97884,1,2,2,2,2,1,1,2,2,5,0.73,1,2,1,1
97885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97886,1,2,2,2,2,2,2,2,2,99,NA,3,1,NA,1
97887,2,2,1,2,1,2,2,2,2,3,0.79,1,1,NA,1
97888,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
97889,1,2,2,2,2,2,2,2,2,12,4.27,3,1,NA,1
97890,1,2,2,2,2,2,2,2,2,7,1.43,2,1,NA,1
97891,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,1
97892,1,2,2,2,2,2,2,2,2,8,1.63,2,2,1,1
97893,2,2,1,1,1,2,2,1,1,12,5,3,1,NA,1
97894,2,2,1,2,1,2,2,2,1,4,1.35,2,2,1,1
97895,2,1,2,2,2,2,2,2,2,77,NA,3,1,NA,1
97896,1,2,1,2,2,2,2,2,2,99,NA,3,1,NA,1
97897,1,1,2,2,2,2,2,1,2,77,NA,3,1,NA,1
97898,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
97899,1,2,2,2,1,2,2,2,1,8,4.25,3,2,1,1
97900,2,2,2,2,2,2,2,2,1,2,0.2,1,2,1,1
97901,1,1,2,2,2,2,2,2,2,8,1.9,3,2,2,1
97902,1,2,1,2,1,2,2,2,2,3,0.49,1,2,1,1
97903,1,2,1,2,1,2,2,2,1,8,2.99,3,2,2,1
97904,1,1,2,2,2,2,2,2,2,8,3.98,3,2,3,1
97905,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
97906,1,1,1,2,1,2,2,1,2,11,2.92,3,1,NA,1
97907,1,2,2,2,2,2,2,2,2,11,3.21,3,1,NA,1
97908,1,2,2,2,2,2,2,1,2,1,0,1,1,NA,1
97909,1,2,2,2,2,2,1,1,2,8,2.31,3,1,NA,1
97910,1,2,2,2,2,2,2,2,2,8,2.31,3,1,NA,1
97911,1,2,2,2,2,2,2,1,2,8,1.45,2,2,1,1
97912,1,1,2,2,2,2,2,2,2,99,NA,3,1,NA,1
97913,1,2,2,2,2,2,2,2,2,6,1.15,1,2,1,1
97914,1,2,2,2,2,2,2,2,2,8,1.63,2,2,1,1
97915,9,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
97916,2,2,1,2,2,1,2,1,2,99,NA,2,1,NA,2
97917,1,1,1,2,2,2,2,2,2,3,0.81,1,2,1,3
97918,1,2,2,2,2,2,2,2,2,8,1.95,3,2,1,1
97919,1,2,2,2,2,2,2,2,2,5,1.48,2,2,1,1
97920,1,2,2,2,2,2,2,2,2,5,1.46,2,2,1,1
97921,1,1,2,2,2,2,2,2,1,9,1.75,2,2,5,1
97922,1,2,2,2,2,2,2,2,2,7,1.43,2,2,1,1
97923,1,1,2,2,2,2,2,2,2,6,1.44,2,2,1,2
97924,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
97925,1,1,2,2,2,2,2,1,2,12,4.88,3,1,NA,1
97926,2,2,1,2,1,2,2,1,2,8,2.78,3,9,NA,1
97927,2,2,1,2,2,2,2,2,2,6,1.1,1,2,1,1
97928,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
97929,2,2,1,2,1,2,2,2,2,6,1.34,2,2,1,1
97930,1,2,1,1,1,2,2,2,1,12,5,3,2,1,1
97931,1,2,1,2,2,2,2,1,2,7,1.43,2,1,NA,1
97932,1,2,2,2,2,2,2,2,2,4,0.76,1,2,1,2
97933,1,1,2,2,2,2,2,2,2,12,3.91,3,2,3,1
97934,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
97935,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
97936,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
97937,2,2,2,2,2,2,2,1,2,10,4.23,3,1,NA,1
97938,1,2,1,2,2,2,2,2,2,99,NA,3,2,2,1
97939,1,1,2,2,2,2,2,2,2,8,1.88,3,2,2,1
97940,1,2,2,2,2,2,2,1,2,10,3.53,3,2,1,1
97941,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
97942,1,2,2,2,2,2,2,2,2,12,3.67,3,2,2,2
97943,1,1,2,2,2,2,2,2,2,99,NA,2,2,1,2
97944,1,2,1,2,1,2,2,2,1,7,2.22,3,1,NA,1
97945,1,2,2,2,2,2,2,2,2,9,2.39,3,2,1,1
97946,1,1,2,2,2,2,2,2,2,7,1.67,2,1,NA,1
97947,1,2,1,2,2,2,2,1,2,99,NA,2,9,NA,1
97948,1,2,2,2,2,2,2,2,2,99,NA,3,2,2,1
97949,1,2,2,2,2,2,2,2,2,8,3.25,3,2,3,4
97950,1,2,1,2,2,2,2,2,2,5,1.68,2,2,2,1
97951,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
97952,1,2,2,2,2,2,2,1,1,12,5,3,2,1,1
97953,1,2,2,2,2,2,1,1,2,10,2.5,3,9,NA,1
97954,1,2,1,2,2,2,2,2,2,4,0.76,1,2,1,2
97955,1,1,1,2,2,2,2,2,2,5,1.99,3,2,1,1
97956,2,2,1,2,1,2,2,2,2,5,1.98,3,2,1,1
97957,1,1,2,2,2,2,2,1,2,7,1.73,2,2,3,1
97958,1,1,2,2,2,2,1,2,2,3,0.49,1,2,1,1
97959,2,2,1,2,1,2,2,2,2,6,1.77,2,1,NA,1
97960,1,2,2,2,2,2,2,2,2,11,4.04,3,1,NA,1
97961,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
97962,1,1,2,2,2,2,2,1,2,11,4.7,3,1,NA,1
97963,1,1,2,2,2,2,2,2,2,6,2.11,3,2,1,1
97964,2,2,1,1,2,2,2,2,2,3,1.19,1,2,1,2
97965,1,2,2,2,2,2,2,1,2,9,1.45,2,2,3,1
97966,2,2,1,1,2,1,2,2,2,3,0.92,1,2,1,2
97967,1,2,2,2,2,2,2,2,2,77,NA,3,7,NA,1
97968,1,2,2,2,2,2,2,1,1,1,0,1,1,NA,2
97969,9,2,1,1,2,1,2,2,2,99,NA,9,2,1,2
97970,2,2,1,1,2,2,2,2,2,3,0.75,1,2,1,6
97971,1,1,1,2,2,2,2,2,2,77,NA,7,7,NA,1
97972,2,2,2,2,2,2,1,2,2,2,0.34,1,2,1,1
97973,2,2,1,2,2,2,2,2,2,6,1.77,2,2,1,1
97974,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
97975,1,2,2,2,2,2,2,2,1,4,0.47,1,2,1,1
97976,1,2,2,2,2,2,2,2,2,77,NA,7,2,1,4
97977,1,2,2,2,2,2,2,2,1,8,1.53,2,1,NA,1
97978,2,2,1,1,2,2,1,2,2,6,2.1,3,2,1,1
97979,2,1,2,2,2,2,2,2,1,4,0.88,1,1,NA,1
97980,1,2,1,2,2,2,2,2,2,99,NA,3,9,NA,2
97981,1,2,2,2,2,2,2,2,1,7,1.09,1,2,1,1
97982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97983,1,1,2,1,2,2,2,1,2,99,NA,3,1,NA,1
97984,1,2,2,2,2,2,2,2,2,10,3.46,3,2,3,1
97985,2,2,1,2,1,2,2,2,2,3,1.09,1,2,1,1
97986,1,1,2,2,2,2,1,2,2,5,1.15,1,2,1,3
97987,1,2,2,2,2,2,2,2,2,11,5,3,2,3,1
97988,1,1,2,2,2,2,2,2,2,99,NA,3,2,3,1
97989,1,1,2,2,2,2,2,2,2,7,1.22,1,2,3,1
97990,1,2,2,2,2,2,2,2,1,6,1.29,1,2,1,1
97991,2,2,2,2,2,2,2,2,2,77,NA,7,2,77,4
97992,1,2,2,2,2,2,2,2,2,11,3.82,3,1,NA,1
97993,1,2,2,2,2,2,2,2,1,6,0.98,1,2,1,2
97994,1,2,2,2,2,2,2,2,2,9,2.12,3,2,1,1
97995,1,2,2,2,2,2,2,2,2,10,2.87,3,2,1,1
97996,2,2,1,2,2,1,2,2,2,NA,NA,NA,NA,NA,3
97997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97998,1,2,2,2,2,2,2,2,2,5,1.15,1,2,1,1
97999,2,2,1,2,1,2,2,2,2,8,2.37,3,2,5,2
98000,1,1,2,2,2,2,2,2,2,7,1.46,2,2,1,1
98001,1,2,2,2,2,2,2,2,2,1,0,1,2,1,7
98002,1,2,2,2,2,2,2,2,2,10,2.13,3,2,2,2
98003,1,2,2,2,2,2,2,2,2,6,1.15,1,2,1,1
98004,1,2,2,2,2,2,2,1,2,6,1.17,1,2,1,1
98005,2,2,1,2,2,1,2,1,2,99,NA,2,1,NA,2
98006,1,2,2,2,2,2,2,2,2,99,NA,9,1,NA,6
98007,1,2,2,2,2,2,2,2,2,7,1.51,2,2,1,1
98008,1,1,1,1,1,2,2,1,2,11,3.9,3,1,NA,1
98009,1,1,2,2,2,2,2,2,2,3,1.19,1,2,1,1
98010,1,2,7,2,2,2,2,2,2,8,1.1,1,2,1,4
98011,1,2,1,2,2,2,2,2,2,99,NA,1,2,1,1
98012,2,2,1,2,2,2,1,2,2,99,NA,1,2,1,1
98013,1,2,2,2,2,2,2,2,2,4,0.73,1,2,1,1
98014,1,1,2,2,2,2,2,1,1,12,5,3,1,NA,1
98015,2,2,1,1,2,2,2,2,2,3,0.9,1,2,1,6
98016,2,2,1,2,2,1,2,2,1,3,0.91,1,2,1,2
98017,1,2,2,2,2,2,2,1,2,11,4.62,3,1,NA,1
98018,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
98019,2,2,1,2,1,2,2,2,2,6,1.34,2,2,1,1
98020,1,1,2,2,2,2,2,2,2,12,2.57,3,1,NA,1
98021,1,2,2,2,2,2,2,2,1,4,0.52,1,2,1,1
98022,1,2,2,2,2,2,2,2,2,6,1.34,2,2,1,1
98023,1,2,2,2,2,2,2,2,2,11,3.14,3,2,2,1
98024,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
98025,1,2,2,2,2,2,2,2,2,4,0.87,1,2,1,1
98026,1,2,2,2,2,2,2,2,2,4,0.76,1,2,1,3
98027,1,1,2,2,2,2,2,2,2,99,NA,1,2,3,1
98028,1,1,2,2,2,2,2,2,2,5,1.18,1,2,1,1
98029,1,1,2,2,2,2,2,1,2,12,4.78,3,1,NA,1
98030,1,2,2,2,2,2,2,2,1,4,0.92,1,2,1,1
98031,1,2,2,2,2,2,2,2,2,6,1.05,1,2,1,1
98032,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
98033,1,2,2,2,2,2,2,2,2,9,1.78,2,1,NA,1
98034,1,2,2,2,2,2,2,2,2,8,3.33,3,7,NA,1
98035,1,2,2,2,2,2,2,2,2,6,1.15,1,2,1,1
98036,1,2,2,2,2,2,2,2,2,77,NA,7,7,NA,1
98037,9,9,9,2,9,9,9,9,9,99,NA,9,2,99,1
98038,1,2,2,2,2,2,2,2,2,7,1.67,2,2,1,1
98039,9,2,9,9,9,9,2,2,2,99,NA,2,9,NA,2
98040,1,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
98041,1,2,1,2,2,2,2,2,2,12,5,3,2,1,2
