"seqn","ocd150","ocq180","ocq210","ocd231","ocd241","ocq260","ocq265","ocd270","ocq290g","ocq290q","ocq380","ocd390g","ocd392","ocd395"
36161,1,30,2,8,16,99,4,1,1,5,NA,1,11,30
36164,1,45,NA,8,1,1,1,156,1,1,NA,2,NA,NA
36165,1,60,NA,5,4,1,1,24,2,NA,NA,1,4,144
36168,1,40,NA,18,13,1,3,1,1,3,NA,2,NA,NA
36169,1,70,NA,10,9,1,5,336,2,NA,NA,2,NA,NA
36171,1,40,NA,16,1,1,1,5,2,NA,NA,1,10,264
36172,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,24
36174,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,180
36176,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,16,312
36177,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,36
36178,1,35,NA,8,16,1,1,2,2,NA,NA,1,16,18
36179,1,40,NA,19,6,1,1,60,1,0,NA,2,NA,NA
36182,1,40,NA,8,17,1,1,24,2,NA,NA,2,NA,NA
36184,1,24,2,16,10,1,1,11,2,NA,NA,2,NA,NA
36185,1,40,NA,4,19,1,1,2,1,8,NA,2,NA,NA
36186,1,25,2,4,19,1,5,5,2,NA,NA,1,16,24
36187,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,99999
36188,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,12
36189,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,18
36190,1,60,NA,5,1,1,1,6,2,NA,NA,1,1,396
36191,1,6,1,4,19,1,1,4,2,NA,NA,2,NA,NA
36193,1,40,NA,4,19,1,1,324,2,NA,NA,2,NA,NA
36194,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,60
36197,1,40,NA,19,16,1,1,120,2,NA,NA,2,NA,NA
36199,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,13,7
36200,1,38,NA,19,17,1,1,108,2,NA,NA,2,NA,NA
36201,1,55,NA,5,21,1,1,72,2,NA,NA,2,NA,NA
36202,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,9
36205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA
36206,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,22,96
36207,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,252
36209,1,60,NA,9,17,2,1,372,2,NA,NA,2,NA,NA
36211,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,144
36213,1,40,NA,9,2,2,1,180,2,NA,NA,2,NA,NA
36214,1,30,1,18,13,1,4,24,2,NA,NA,1,19,36
36216,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,480
36218,1,45,NA,13,4,1,1,48,2,NA,NA,1,20,360
36220,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,21,588
36223,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,240
36226,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,324
36227,2,NA,1,11,17,1,1,96,1,1,NA,1,22,252
36228,1,32,1,8,22,1,1,11,2,NA,NA,2,NA,NA
36229,1,50,NA,2,19,1,1,1,2,NA,NA,2,NA,NA
36232,1,45,NA,19,17,1,1,132,2,NA,NA,2,NA,NA
36234,1,45,NA,4,19,1,1,12,1,8,NA,2,NA,NA
36235,1,40,NA,4,14,1,1,12,2,NA,NA,2,NA,NA
36237,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,300
36238,1,18,2,15,8,3,4,6,2,NA,NA,2,NA,NA
36240,1,40,NA,21,8,1,1,11,2,NA,NA,3,23,240
36241,1,5,1,16,11,1,1,8,2,NA,NA,1,8,60
36246,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
36247,1,40,NA,4,19,5,1,456,2,NA,NA,2,NA,NA
36248,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36249,1,48,NA,6,21,1,1,48,1,1,NA,1,13,96
36250,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
36251,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,60
36253,1,8,2,18,13,1,5,9,1,3,NA,2,NA,NA
36254,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
36256,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36257,1,10,2,20,14,5,4,6,2,NA,NA,1,17,168
36263,2,NA,1,18,16,1,2,4,1,1,NA,2,NA,NA
36265,1,40,NA,16,2,1,1,24,2,NA,NA,1,17,120
36266,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,240
36267,1,40,NA,16,15,1,1,12,2,NA,NA,2,NA,NA
36268,1,55,NA,8,1,1,1,24,2,NA,NA,2,NA,NA
36269,1,40,NA,9,20,1,1,9,1,1,NA,2,NA,NA
36270,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
36271,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,6
36275,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,444
36276,1,26,1,16,2,1,1,6,2,NA,NA,2,NA,NA
36277,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,396
36278,1,45,NA,4,19,1,1,276,1,2,NA,2,NA,NA
36279,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,96
36280,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
36281,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,156
36283,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,360
36284,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,516
36285,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,36
36286,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,192
36287,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,22,2
36290,1,35,NA,15,5,1,1,24,1,1,NA,2,NA,NA
36291,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,98,252
36292,1,40,NA,4,19,4,1,60,2,NA,NA,1,1,120
36293,1,50,NA,7,1,1,1,432,1,0,NA,2,NA,NA
36294,1,40,NA,12,16,1,5,264,2,NA,NA,2,NA,NA
36296,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,180
36297,1,40,NA,6,21,1,1,96,1,0,NA,2,NA,NA
36298,1,20,2,17,17,4,1,108,2,NA,NA,1,4,180
36301,1,43,NA,8,16,1,1,12,2,NA,NA,2,NA,NA
36302,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,21,84
36303,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,10
36304,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36307,1,20,1,18,13,1,5,96,2,NA,NA,2,NA,NA
36308,1,40,NA,6,22,1,1,1,2,NA,NA,2,NA,NA
36309,1,46,NA,15,8,4,1,48,2,NA,NA,1,17,120
36311,1,52,NA,8,20,1,1,84,1,1,NA,1,1,360
36313,1,8,2,14,14,5,5,180,1,1,NA,2,NA,NA
36314,1,21,1,11,17,1,4,10,2,NA,NA,1,13,30
36319,1,29,2,15,14,3,2,60,2,NA,NA,1,10,360
36321,2,NA,1,12,16,1,4,6,2,NA,NA,1,9,12
36322,1,8,2,6,14,1,2,11,2,NA,NA,2,NA,NA
36323,1,32,2,15,13,1,1,96,2,NA,NA,2,NA,NA
36326,1,24,1,18,16,1,4,4,2,NA,NA,2,NA,NA
36328,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,432
36329,1,46,NA,6,17,1,1,240,2,NA,NA,2,NA,NA
36331,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
36332,1,30,2,16,10,1,5,60,2,NA,NA,2,NA,NA
36333,1,40,NA,5,17,1,1,360,1,1,NA,2,NA,NA
36335,1,25,1,10,1,1,1,228,2,NA,NA,2,NA,NA
36336,1,25,2,10,9,1,1,36,2,NA,NA,2,NA,NA
36339,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,360
36340,2,NA,1,19,14,1,2,84,2,NA,NA,1,18,420
36342,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,36
36343,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,276
36344,1,50,NA,12,14,1,1,120,2,NA,NA,2,NA,NA
36346,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,360
36347,1,40,NA,7,16,1,1,24,1,8,NA,2,NA,NA
36348,1,20,1,4,19,1,1,120,2,NA,NA,2,NA,NA
36350,1,40,NA,19,20,1,1,84,2,NA,NA,2,NA,NA
36351,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,240
36352,1,40,NA,21,12,3,1,216,2,NA,NA,2,NA,NA
36354,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,144
36356,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,336
36357,1,40,NA,3,21,4,4,156,1,6,NA,2,NA,NA
36358,1,40,NA,6,21,1,1,228,1,1,NA,2,NA,NA
36362,1,15,2,16,11,1,5,24,2,NA,NA,1,17,192
36363,1,40,NA,7,17,1,1,120,2,NA,NA,2,NA,NA
36365,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,22,24
36369,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9,168
36370,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9,36
36373,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,480
36374,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,22,48
36375,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,17,10
36379,1,35,NA,5,21,1,1,228,2,NA,NA,2,NA,NA
36387,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,24
36389,2,NA,1,21,3,1,1,240,2,NA,NA,2,NA,NA
36390,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,336
36391,1,40,NA,16,17,1,1,24,2,NA,NA,2,NA,NA
36394,1,30,2,15,17,3,1,120,2,NA,NA,2,NA,NA
36396,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
36398,1,10,1,4,19,1,5,240,1,5,NA,2,NA,NA
36400,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
36401,1,53,NA,17,4,5,5,408,2,NA,NA,1,4,408
36403,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,1
36405,1,60,NA,16,10,3,1,96,2,NA,NA,2,NA,NA
36406,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,24
36407,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,18
36408,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,156
36409,1,31,2,15,15,4,1,60,1,1,NA,1,14,372
36412,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,24
36414,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,444
36415,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,120
36416,1,40,NA,16,11,3,2,36,1,2,NA,2,NA,NA
36418,1,40,NA,7,21,1,1,24,2,NA,NA,2,NA,NA
36419,1,55,NA,10,9,1,1,60,2,NA,NA,2,NA,NA
36420,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36421,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,15,6
36424,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,6
36426,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
36427,2,NA,1,15,8,3,1,24,2,NA,NA,2,NA,NA
36428,1,40,NA,14,17,1,4,60,2,NA,NA,1,16,120
36432,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,300
36436,1,80,NA,18,1,1,5,96,2,NA,NA,2,NA,NA
36437,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
36438,1,50,NA,15,5,1,1,84,2,NA,NA,2,NA,NA
36440,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,48
36442,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,300
36444,1,15,2,18,13,1,1,1,2,NA,NA,1,16,12
36446,1,24,2,20,14,1,1,360,2,NA,NA,2,NA,NA
36449,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36451,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,420
36452,1,13,2,8,16,1,5,1,2,NA,NA,2,NA,NA
36454,1,40,NA,14,1,1,1,12,2,NA,NA,1,16,36
36458,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,14,60
36461,1,14,2,8,16,1,2,0,2,NA,NA,2,NA,NA
36462,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,60
36464,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,22,144
36465,1,40,NA,16,17,1,1,84,2,NA,NA,2,NA,NA
36466,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,16,72
36468,1,50,NA,12,19,1,1,18,1,3,NA,1,20,156
36469,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,144
36472,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,24
36474,1,50,NA,11,16,1,1,36,2,NA,NA,1,16,36
36475,2,NA,1,16,9,1,1,9,1,1,NA,1,16,60
36478,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,19,204
36481,1,27,1,4,19,1,5,0,1,2,NA,3,23,168
36482,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,180
36483,1,42,NA,8,10,1,1,8,1,1,NA,1,11,276
36484,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,372
36486,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA
36487,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,600
36489,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36493,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,108
36494,1,17,2,8,17,1,1,24,2,NA,NA,1,22,456
36496,2,NA,1,6,21,1,2,14,2,NA,NA,2,NA,NA
36498,1,45,NA,2,19,1,4,36,2,NA,NA,2,NA,NA
36499,1,40,NA,9,22,1,5,300,2,NA,NA,2,NA,NA
36502,1,40,NA,14,22,1,3,24,2,NA,NA,1,21,228
36503,1,48,NA,4,1,1,1,6,2,NA,NA,2,NA,NA
36504,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36506,1,16,2,14,22,1,1,3,2,NA,NA,1,17,120
36509,1,32,1,5,20,1,1,12,2,NA,NA,2,NA,NA
36514,1,20,2,8,16,1,4,0,2,NA,NA,2,NA,NA
36515,1,42,NA,6,2,1,1,18,2,NA,NA,1,17,36
36517,1,40,NA,16,17,1,2,9,2,NA,NA,2,NA,NA
36518,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,360
36519,1,50,NA,21,7,5,1,6,2,NA,NA,1,5,360
36520,1,60,NA,12,1,5,1,36,2,NA,NA,2,NA,NA
36521,1,40,NA,18,13,1,1,60,2,NA,NA,2,NA,NA
36522,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36523,1,40,NA,20,14,5,1,240,2,NA,NA,2,NA,NA
36524,1,30,2,18,16,1,4,4,2,NA,NA,2,NA,NA
36525,1,32,1,12,14,1,5,0,2,NA,NA,1,4,60
36527,1,38,NA,8,16,1,1,1,2,NA,NA,2,NA,NA
36528,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,420
36530,1,40,NA,17,17,1,2,24,1,1,NA,1,15,48
36531,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36532,1,50,NA,15,8,4,1,48,2,NA,NA,2,NA,NA
36534,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,24
36535,1,20,2,8,17,1,2,10,2,NA,NA,2,NA,NA
36536,1,16,2,18,13,1,1,6,2,NA,NA,2,NA,NA
36537,1,80,NA,16,10,1,5,24,2,NA,NA,2,NA,NA
36538,1,55,NA,10,1,1,1,36,2,NA,NA,1,1,240
36539,2,NA,1,8,21,1,1,180,1,1,NA,2,NA,NA
36540,1,45,NA,10,16,1,1,1,1,1,NA,1,17,10
36545,1,40,NA,5,21,1,3,24,2,NA,NA,2,NA,NA
36548,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,180
36549,1,40,NA,4,19,1,1,144,1,1,NA,2,NA,NA
36550,1,41,NA,11,2,1,1,12,1,8,NA,1,22,60
36554,1,45,NA,7,17,1,1,96,1,1,NA,2,NA,NA
36555,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
36556,1,40,NA,5,21,1,1,132,2,NA,NA,2,NA,NA
36559,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,432
36560,1,5,2,15,17,3,4,7,2,NA,NA,1,16,12
36562,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
36569,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,96
36570,1,42,NA,5,14,1,1,36,2,NA,NA,1,18,420
36571,1,60,NA,4,4,3,1,60,2,NA,NA,1,19,60
36575,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,19,36
36576,1,40,NA,12,16,1,1,24,2,NA,NA,2,NA,NA
36577,1,50,NA,19,22,1,1,6,1,2,NA,1,13,24
36581,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36582,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,22,48
36583,1,42,NA,4,19,1,1,96,1,3,NA,2,NA,NA
36586,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,288
36587,1,56,NA,16,10,1,5,60,2,NA,NA,2,NA,NA
36590,1,20,2,14,14,5,1,60,2,NA,NA,1,16,240
36592,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,36
36593,1,28,2,18,13,1,2,6,2,NA,NA,2,NA,NA
36598,1,52,NA,10,17,1,5,24,2,NA,NA,2,NA,NA
36600,1,15,2,13,9,5,5,24,2,NA,NA,2,NA,NA
36601,1,40,NA,13,9,1,1,144,2,NA,NA,2,NA,NA
36604,1,40,NA,13,17,1,1,3,2,NA,NA,2,NA,NA
36606,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,540
36607,1,35,NA,5,4,1,1,5,1,4,NA,1,17,48
36608,1,40,NA,4,19,1,1,6,1,1,NA,2,NA,NA
36614,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,18,144
36617,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,240
36620,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,60
36621,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,15,72
36625,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
36627,1,42,NA,15,8,1,1,7,2,NA,NA,1,8,84
36628,1,32,1,21,2,2,1,216,2,NA,NA,2,NA,NA
36629,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,468
36631,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,480
36632,1,45,NA,18,16,5,4,8,1,8,NA,1,22,180
36634,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,300
36636,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,15,3
36638,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,192
36639,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,24
36642,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,336
36644,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,720
36645,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
36646,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
36647,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,240
36648,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
36649,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
36650,1,80,NA,6,21,1,1,48,2,NA,NA,2,NA,NA
36651,1,30,2,4,19,1,1,24,1,15,NA,1,19,96
36652,1,12,1,15,8,1,5,48,2,NA,NA,2,NA,NA
36653,1,50,NA,16,10,1,1,24,1,2,NA,1,8,96
36655,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,12
36663,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,21,120
36666,2,NA,2,16,11,1,1,12,2,NA,NA,2,NA,NA
36667,1,60,NA,10,1,1,1,6,2,NA,NA,1,3,96
36668,1,20,2,18,13,1,4,24,2,NA,NA,2,NA,NA
36670,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,216
36672,1,10,2,15,9,1,2,60,2,NA,NA,2,NA,NA
36674,1,55,NA,5,4,1,1,132,2,NA,NA,2,NA,NA
36675,1,24,2,16,11,1,3,216,2,NA,NA,2,NA,NA
36676,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,48
36678,1,40,NA,11,2,1,1,2,2,NA,NA,1,16,36
36681,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,384
36685,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,23,2
36686,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,240
36687,1,40,NA,15,17,1,1,18,2,NA,NA,1,15,72
36689,1,38,NA,19,14,1,1,36,1,1,NA,2,NA,NA
36690,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
36691,2,NA,1,13,4,4,1,468,2,NA,NA,2,NA,NA
36694,1,100,NA,16,10,1,5,48,2,NA,NA,2,NA,NA
36697,1,32,1,13,4,5,1,660,1,1,NA,2,NA,NA
36698,1,40,NA,6,2,1,1,8,2,NA,NA,2,NA,NA
36699,1,45,NA,4,19,1,1,48,2,NA,NA,1,5,360
36700,1,40,NA,7,16,1,1,4,1,1,NA,1,19,24
36702,1,40,NA,14,19,1,5,1,2,NA,NA,1,22,3
36703,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,60
36705,1,54,NA,4,19,1,1,12,1,1,NA,1,19,36
36707,1,65,NA,6,22,5,5,18,1,1,NA,1,16,36
36708,1,50,NA,5,1,1,1,216,2,NA,NA,2,NA,NA
36711,1,9,2,18,16,1,4,0,2,NA,NA,2,NA,NA
36713,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,60
36714,1,45,NA,14,22,1,5,6,2,NA,NA,2,NA,NA
36716,1,20,2,8,22,1,1,0,2,NA,NA,2,NA,NA
36717,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,22,2
36718,1,13,2,16,8,1,1,12,2,NA,NA,1,17,72
36719,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,360
36720,1,40,NA,6,21,1,3,36,2,NA,NA,2,NA,NA
36721,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,14,4
36723,1,45,NA,13,1,1,1,24,2,NA,NA,1,13,108
36725,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,312
36728,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,480
36729,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,17,240
36730,1,40,NA,14,14,1,1,5,2,NA,NA,2,NA,NA
36731,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,144
36732,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,384
36736,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,252
36739,1,40,NA,11,17,1,1,60,2,NA,NA,2,NA,NA
36741,1,49,NA,10,20,1,1,6,2,NA,NA,2,NA,NA
36743,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,84
36745,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
36746,1,60,NA,16,10,3,1,120,1,3,NA,2,NA,NA
36747,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,120
36749,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,60
36751,1,24,2,8,14,1,1,6,2,NA,NA,1,18,240
36752,1,50,NA,13,2,1,1,72,2,NA,NA,2,NA,NA
36753,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,14,240
36754,1,40,NA,21,11,4,1,60,2,NA,NA,1,16,108
36756,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,3
36757,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,600
36760,1,25,2,11,17,1,1,60,2,NA,NA,1,9,192
36761,1,45,NA,15,2,3,1,108,2,NA,NA,2,NA,NA
36762,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,36
36763,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,10
36764,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,2
36765,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,120
36767,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,22,444
36771,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,8,48
36772,1,37,NA,16,17,1,1,18,2,NA,NA,1,16,72
36773,1,42,NA,7,17,1,1,36,2,NA,NA,1,2,240
36776,1,38,NA,9,22,1,5,84,2,NA,NA,1,19,456
36779,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,240
36783,1,84,NA,15,14,3,1,36,1,1,NA,2,NA,NA
36784,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,6
36786,1,24,2,21,1,3,2,12,2,NA,NA,2,NA,NA
36787,1,45,NA,4,19,1,1,18,1,1,NA,1,16,96
36788,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,504
36790,1,50,NA,13,17,1,1,1,2,NA,NA,2,NA,NA
36791,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,120
36792,1,48,NA,4,19,1,1,24,2,NA,NA,1,18,96
36793,1,40,NA,18,13,1,1,24,2,NA,NA,2,NA,NA
36794,1,40,NA,5,21,1,1,18,1,1,NA,1,17,120
36795,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,13,96
36796,1,87,NA,13,5,1,1,3,2,NA,NA,2,NA,NA
36797,1,40,NA,4,19,1,1,5,1,3,NA,2,NA,NA
36798,1,40,NA,16,17,1,1,60,2,NA,NA,1,12,288
36799,1,37,NA,10,9,1,1,48,2,NA,NA,2,NA,NA
36800,1,43,NA,19,17,1,1,24,2,NA,NA,1,17,120
36801,1,50,NA,16,10,5,1,156,2,NA,NA,1,10,156
36802,1,40,NA,18,13,1,3,6,2,NA,NA,2,NA,NA
36804,1,15,2,15,8,1,1,12,1,1,NA,2,NA,NA
36806,2,NA,1,22,20,2,3,252,2,NA,NA,2,NA,NA
36808,1,40,NA,9,17,1,1,96,2,NA,NA,2,NA,NA
36809,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,696
