"seqn","fsd032a","fsd032b","fsd032c","fsd032d","fsd032e","fsd032f","fsd041","fsd052","fsd061","fsd071","fsd081","fsd092","fsd102","fsd111","fsd122","fsd132","fsd141","fsd146","fsdhh","fsdad","fsdch","fsd151","fsq400","fsq410","fsq420","fsq430","fsq440","fsq450","fsq460","fsq470","fsq480","fsq490","fsq500","fsq510","fsq520","fsq170","fsd170n","fsd180","fsd190","fsd200","fsq162","fsd650c","fsd660c","fsd670c","fsd650m","fsd660m","fsd670m"
25529,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25530,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25531,3,2,1,NA,NA,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,3,3,NA,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25532,2,3,2,2,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25533,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25534,1,2,2,2,3,2,2,NA,2,2,2,2,NA,2,2,NA,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
25535,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25536,2,2,2,2,2,2,1,2,1,2,2,2,NA,1,2,NA,2,2,4,4,3,1,1,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,4,1,5,1,2,NA,NA,NA,NA,NA,NA
25537,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25538,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25539,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25540,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,1,1,24,NA,NA,NA
25541,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25542,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,12,1,2,NA,NA,NA,NA,NA,NA
25543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25544,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25545,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25546,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25547,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,5,1,1,1,1,32,NA,NA,NA
25548,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25549,2,2,3,1,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,NA,NA,NA,NA,NA,NA
25550,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,4,1,1,1,2,2,NA,NA,NA,NA,NA
25551,3,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,1,1,8
25552,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25553,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,NA,NA,NA,NA,NA,NA
25554,2,2,3,3,3,2,2,NA,2,2,2,2,NA,2,2,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,6,1,12,1,1,1,1,48,NA,NA,NA
25555,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25556,1,2,2,1,1,1,2,NA,1,1,2,2,NA,2,2,NA,2,2,4,3,3,1,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,8,1,1,NA,NA,NA,NA,NA,NA
25557,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25558,2,2,2,2,2,3,1,2,1,1,1,1,3,1,2,NA,2,2,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA
25559,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25560,3,3,2,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25561,2,2,2,NA,NA,NA,2,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,3,3,NA,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25562,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
25563,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,1,1,1,NA,NA,NA
25564,2,2,2,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25565,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
25566,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA
25567,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25568,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
25569,1,1,1,1,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25570,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA
25571,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
25572,3,3,2,1,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25573,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,1,1,1,6,NA,NA,NA
25574,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25575,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25576,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25577,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25578,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25579,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25580,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25581,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25582,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25583,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25584,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25585,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,1,1,1,2,NA,NA,NA
25586,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25587,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25588,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,NA,NA,NA,NA,NA,NA
25589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25590,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
25591,1,1,2,2,2,3,1,1,2,1,1,1,1,2,2,NA,2,2,4,4,3,1,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25592,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
25593,1,2,2,1,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25594,2,2,2,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25595,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25596,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA
25597,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25598,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25599,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25600,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,1,NA,NA,NA,NA,NA
25601,2,3,3,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25602,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,1,1,5,NA,NA,NA
25603,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25604,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25605,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,1,1,2,NA,NA,NA
25606,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,1,1,24,NA,NA,NA
25607,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25608,2,3,3,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25609,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA
25610,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
25611,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
25612,2,2,2,2,2,2,2,NA,2,2,2,2,NA,2,2,NA,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25613,1,1,1,NA,NA,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,4,4,NA,2,1,12,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25614,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25615,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25616,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25617,3,3,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25618,2,2,2,1,2,2,1,2,1,1,2,2,NA,2,2,NA,2,2,4,4,3,1,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25619,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25620,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,2,NA,NA
25621,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,NA,NA,NA,NA,NA,NA
25622,2,2,2,2,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,6,1,1,NA,NA,NA,NA,NA,NA
25623,2,2,2,2,2,2,1,2,1,2,2,2,NA,1,2,NA,2,2,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,5,1,2,NA,NA,NA,NA,NA,NA
25624,1,1,1,1,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25625,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25626,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
25627,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
25629,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25630,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25631,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25632,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25633,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
25634,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
25635,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,0,2,NA,NA,1,NA,NA,NA,NA,NA,NA
25636,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
